1_65 # 88004 # 89686 # -1 # ID=1_65;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.424	GENOMAD.123010.CP	3.346E-60	222	0
1_97 # 127286 # 128437 # 1 # ID=1_97;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.414	GENOMAD.166865.VC	3.785E-04	45	3032
1_129 # 171171 # 172445 # -1 # ID=1_129;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.501	GENOMAD.192649.CV	3.011E-10	65	0
1_225 # 310475 # 311587 # 1 # ID=1_225;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.447	GENOMAD.095931.CV	2.048E-30	127	0
1_289 # 389507 # 391060 # -1 # ID=1_289;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.421	GENOMAD.034416.CC	2.905E-33	139	0
1_417 # 548820 # 549146 # 1 # ID=1_417;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.361	GENOMAD.132394.CP	2.455E-05	44	0
1_449 # 580125 # 581381 # 1 # ID=1_449;partial=00;start_type=ATG;rbs_motif=AAGAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.391	GENOMAD.176638.VV	5.184E-05	48	3032
1_481 # 625614 # 625934 # 1 # ID=1_481;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.287	GENOMAD.145687.PP	4.994E-45	158	0
1_513 # 662563 # 665319 # -1 # ID=1_513;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.407	GENOMAD.146053.CP	4.233E-09	63	2561
1_705 # 869911 # 871218 # 1 # ID=1_705;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.490	GENOMAD.136975.CP	2.540E-131	425	0
1_801 # 982116 # 984536 # 1 # ID=1_801;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.480	GENOMAD.126028.CP	8.971E-50	195	2561
1_833 # 1026924 # 1028267 # 1 # ID=1_833;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.494	GENOMAD.212093.VC	5.021E-148	474	0
