1_909 # 1114063 # 1117392 # 1 # ID=1_909;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.385	GENOMAD.126007.CP	3.540E-07	57	0
1_941 # 1175597 # 1176811 # 1 # ID=1_941;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.510	GENOMAD.022966.VV	4.013E-08	58	2561
1_1037 # 1284108 # 1284824 # 1 # ID=1_1037;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.446	GENOMAD.133512.CP	1.084E-17	85	0
1_2029 # 2378653 # 2380470 # -1 # ID=1_2029;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.468	GENOMAD.097696.CP	2.901E-154	500	0
1_2221 # 2585005 # 2586915 # -1 # ID=1_2221;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.434	GENOMAD.130289.CP	5.734E-06	52	2561
1_2285 # 2665671 # 2666399 # -1 # ID=1_2285;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.358	GENOMAD.017429.CC	7.565E-132	416	0
1_25 # 29988 # 31307 # 1 # ID=1_25;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.463	GENOMAD.129951.CP	2.255E-104	347	0
1_57 # 76681 # 77520 # -1 # ID=1_57;partial=00;start_type=TTG;rbs_motif=TAAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.452	GENOMAD.118610.CP	2.614E-24	106	2561
1_121 # 161002 # 162174 # 1 # ID=1_121;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.512	GENOMAD.179462.CP	1.685E-142	455	0
1_153 # 203276 # 204721 # -1 # ID=1_153;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.467	GENOMAD.035394.CC	6.430E-05	48	0
1_185 # 245492 # 246442 # -1 # ID=1_185;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=3bp;genetic_code=11;gc_cont=0.465	GENOMAD.145693.CP	3.662E-06	51	0
1_217 # 294657 # 296423 # 1 # ID=1_217;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.387	GENOMAD.130052.CP	5.660E-22	104	2561
1_249 # 343457 # 344185 # 1 # ID=1_249;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.466	GENOMAD.006082.CC	2.344E-84	279	0
1_953 # 1187894 # 1189030 # 1 # ID=1_953;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;genetic_code=11;gc_cont=0.473	GENOMAD.206034.CP	1.058E-40	158	0
1_985 # 1227640 # 1228344 # -1 # ID=1_985;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.457	GENOMAD.081807.CC	1.109E-140	441	0
1_1017 # 1260712 # 1261332 # 1 # ID=1_1017;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;genetic_code=11;gc_cont=0.309	GENOMAD.141781.CP	5.329E-07	52	0
1_1145 # 1393922 # 1394263 # 1 # ID=1_1145;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.491	GENOMAD.071829.PP	3.491E-68	225	0
1_1209 # 1465970 # 1467328 # -1 # ID=1_1209;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.472	GENOMAD.178625.CP	5.871E-39	155	0
1_1241 # 1504985 # 1505380 # -1 # ID=1_1241;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.442	GENOMAD.000887.CC	1.482E-20	89	0
1_1285 # 1549323 # 1550882 # 1 # ID=1_1285;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.465	GENOMAD.050665.CC	1.879E-28	124	0
1_1349 # 1627721 # 1628872 # 1 # ID=1_1349;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=15bp;genetic_code=11;gc_cont=0.421	GENOMAD.124445.CP	1.505E-07	56	0
1_1381 # 1663963 # 1664238 # -1 # ID=1_1381;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.391	GENOMAD.159000.VP	6.998E-27	105	2561
1_1477 # 1766493 # 1767620 # -1 # ID=1_1477;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=7bp;genetic_code=11;gc_cont=0.374	GENOMAD.161748.CP	8.951E-15	79	0
1_1893 # 2215824 # 2216696 # -1 # ID=1_1893;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.486	GENOMAD.112855.CP	6.948E-56	199	0
1_1925 # 2254460 # 2255578 # -1 # ID=1_1925;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.457	GENOMAD.120596.CP	1.419E-12	72	0
1_1957 # 2298529 # 2299116 # 1 # ID=1_1957;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.478	GENOMAD.129434.CP	1.760E-47	170	0
1_2085 # 2444095 # 2444955 # 1 # ID=1_2085;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.347	GENOMAD.226872.VP	9.025E-90	297	0
1_2117 # 2474238 # 2475110 # 1 # ID=1_2117;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.472	GENOMAD.211730.VP	1.611E-20	95	2561
1_2149 # 2509488 # 2510681 # -1 # ID=1_2149;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.460	GENOMAD.137806.CP	8.142E-04	44	0
1_2181 # 2544647 # 2545966 # -1 # ID=1_2181;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.484	GENOMAD.115168.CP	8.001E-07	54	2561
1_1966 # 2308323 # 2308991 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.417	GENOMAD.114712.CP	7.741E-61	210	0
1_1998 # 2343782 # 2344306 # 1 # ID=1_1998;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.493	GENOMAD.142079.CP	2.027E-87	284	0
1_2030 # 2380467 # 2381072 # -1 # ID=1_2030;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.432	GENOMAD.145581.CP	4.190E-101	325	0
1_2062 # 2420780 # 2421280 # -1 # ID=1_2062;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.455	GENOMAD.130576.CP	3.506E-69	231	0
1_2190 # 2554117 # 2554938 # -1 # ID=1_2190;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;genetic_code=11;gc_cont=0.501	GENOMAD.147817.CP	9.746E-27	113	0
1_2222 # 2586925 # 2590302 # -1 # ID=1_2222;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=7bp;genetic_code=11;gc_cont=0.419	GENOMAD.121280.CP	4.150E-11	70	0
1_3246 # 3833698 # 3837138 # 1 # ID=1_3246;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.463	GENOMAD.153525.CP	2.417E-05	51	0
1_3310 # 3915878 # 3916477 # -1 # ID=1_3310;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.417	GENOMAD.218614.PC	3.774E-18	85	0
1_3342 # 3948445 # 3950148 # -1 # ID=1_3342;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.442	GENOMAD.003401.CC	3.382E-174	556	0
1_3406 # 4037894 # 4039147 # -1 # ID=1_3406;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.509	GENOMAD.138392.CP	8.684E-08	57	0
1_3438 # 4058373 # 4058642 # -1 # ID=1_3438;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.378	GENOMAD.058748.CV	6.008E-43	151	0
1_3470 # 4092739 # 4095234 # -1 # ID=1_3470;partial=00;start_type=TTG;rbs_motif=AAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.479	GENOMAD.101878.CP	1.279E-45	182	2561
1_3534 # 4164054 # 4164215 # 1 # ID=1_3534;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.432	GENOMAD.022030.CC	4.112E-15	69	0
1_4117 # 4916913 # 4917794 # -1 # ID=1_4117;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.339	GENOMAD.053405.CC	7.909E-20	93	0
1_4181 # 4995141 # 4995836 # -1 # ID=1_4181;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.427	GENOMAD.154359.CP	9.100E-18	85	0
1_4213 # 5024959 # 5025468 # -1 # ID=1_4213;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.425	GENOMAD.000543.CC	6.334E-81	265	0
1_4277 # 5091660 # 5091860 # -1 # ID=1_4277;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=4bp;genetic_code=11;gc_cont=0.433	GENOMAD.049098.CC	2.060E-06	45	0
1_4309 # 5125902 # 5128889 # 1 # ID=1_4309;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.463	GENOMAD.125846.CP	4.566E-44	178	2561
1_4341 # 5178155 # 5179348 # 1 # ID=1_4341;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.481	GENOMAD.099160.CP	9.305E-09	60	0
1_4373 # 5225968 # 5227548 # 1 # ID=1_4373;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.459	GENOMAD.151274.CP	3.847E-13	75	2561
1_1245 # 1509855 # 1512272 # 1 # ID=1_1245;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.439	GENOMAD.126028.CP	9.343E-45	179	2561
1_2973 # 3506796 # 3508187 # 1 # ID=1_2973;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.438	GENOMAD.194487.CP	6.074E-05	48	0
1_3005 # 3550074 # 3552776 # 1 # ID=1_3005;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.478	GENOMAD.190139.CP	5.202E-17	89	0
1_3101 # 3657890 # 3658792 # 1 # ID=1_3101;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.453	GENOMAD.096879.CP	8.659E-18	87	0
1_3133 # 3699944 # 3701800 # -1 # ID=1_3133;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.447	GENOMAD.108470.CP	1.565E-22	106	2561
1_3165 # 3743193 # 3743843 # -1 # ID=1_3165;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.409	GENOMAD.007205.CC	4.215E-56	196	0
1_3047 # 3594573 # 3595460 # 1 # ID=1_3047;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.448	GENOMAD.118658.CP	1.223E-36	143	0
1_3143 # 3714482 # 3716833 # -1 # ID=1_3143;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.461	GENOMAD.097653.CV	6.605E-235	743	2561
1_3239 # 3826285 # 3828165 # 1 # ID=1_3239;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.400	GENOMAD.136878.PP	9.296E-05	48	0
1_3303 # 3904461 # 3905405 # -1 # ID=1_3303;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.416	GENOMAD.057710.VV	8.536E-07	53	2561
1_3335 # 3939956 # 3941179 # -1 # ID=1_3335;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.373	GENOMAD.008291.CC	7.012E-07	54	0
1_860 # 1052596 # 1053093 # 1 # ID=1_860;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.412	GENOMAD.177170.VC	2.331E-56	194	0
1_924 # 1148643 # 1150715 # 1 # ID=1_924;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.454	GENOMAD.141299.CP	1.217E-23	110	2561
1_1020 # 1263469 # 1264938 # 1 # ID=1_1020;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.306	GENOMAD.191584.PC	5.968E-79	275	0
1_2470 # 2903575 # 2905083 # -1 # ID=1_2470;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.484	GENOMAD.142014.CP	7.120E-65	234	2561
1_2534 # 2994987 # 2996687 # -1 # ID=1_2534;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.487	GENOMAD.219998.CP	2.110E-09	63	0
1_2662 # 3136811 # 3137179 # -1 # ID=1_2662;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.379	GENOMAD.141125.CP	2.135E-45	160	0
1_2694 # 3174615 # 3176141 # -1 # ID=1_2694;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.316	GENOMAD.190400.CV	1.409E-04	47	0
1_2758 # 3256160 # 3256336 # -1 # ID=1_2758;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.350	GENOMAD.110989.VV	9.314E-04	37	0
1_3521 # 4150233 # 4151348 # -1 # ID=1_3521;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.500	GENOMAD.129462.CP	9.215E-39	152	0
1_3553 # 4186409 # 4187398 # -1 # ID=1_3553;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.433	GENOMAD.133066.CP	3.824E-28	119	0
1_3617 # 4274567 # 4277845 # 1 # ID=1_3617;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=8bp;genetic_code=11;gc_cont=0.435	GENOMAD.128893.CP	8.608E-08	59	0
1_3809 # 4521510 # 4523537 # 1 # ID=1_3809;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.390	GENOMAD.063467.CC	6.379E-118	397	2561
1_777 # 948205 # 950385 # -1 # ID=1_777;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.503	GENOMAD.151024.CP	2.684E-150	494	0
1_809 # 996231 # 997823 # 1 # ID=1_809;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.462	GENOMAD.125890.CP	7.125E-64	232	2561
1_841 # 1034416 # 1035240 # -1 # ID=1_841;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=8bp;genetic_code=11;gc_cont=0.478	GENOMAD.137571.CP	4.552E-101	329	0
1_873 # 1069900 # 1071042 # 1 # ID=1_873;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.342	GENOMAD.057710.VV	7.256E-08	57	2561
1_905 # 1108276 # 1109913 # 1 # ID=1_905;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.369	GENOMAD.130522.CP	3.445E-12	72	0
1_969 # 1206310 # 1207899 # 1 # ID=1_969;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;genetic_code=11;gc_cont=0.443	GENOMAD.206904.VV	3.521E-57	212	2561
1_1323 # 1592924 # 1594555 # -1 # ID=1_1323;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.452	GENOMAD.105408.CP	9.644E-49	187	0
1_1483 # 1773292 # 1774479 # 1 # ID=1_1483;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.428	GENOMAD.099160.CP	2.325E-05	49	0
1_1547 # 1851238 # 1852503 # 1 # ID=1_1547;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.335	GENOMAD.169664.CP	1.957E-25	113	0
1_4060 # 4830607 # 4832769 # 1 # ID=1_4060;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=3bp;genetic_code=11;gc_cont=0.464	GENOMAD.027761.CC	1.068E-216	687	0
1_4092 # 4883541 # 4884896 # -1 # ID=1_4092;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.513	GENOMAD.162180.CP	3.174E-82	283	0
1_4124 # 4924144 # 4924935 # 1 # ID=1_4124;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.462	GENOMAD.123111.CP	2.572E-102	332	0
1_4188 # 5000656 # 5001852 # 1 # ID=1_4188;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.449	GENOMAD.124300.CP	6.795E-120	390	2561
1_4284 # 5098504 # 5099082 # -1 # ID=1_4284;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.434	GENOMAD.011791.CC	5.886E-76	252	0
1_4316 # 5140830 # 5142197 # 1 # ID=1_4316;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=7bp;genetic_code=11;gc_cont=0.421	GENOMAD.024412.CC	2.068E-244	753	0
1_4348 # 5187069 # 5188742 # -1 # ID=1_4348;partial=00;start_type=TTG;rbs_motif=TAAA;rbs_spacer=8bp;genetic_code=11;gc_cont=0.562	GENOMAD.092559.CV	2.516E-46	180	2561
1_2565 # 3026743 # 3027762 # -1 # ID=1_2565;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.444	GENOMAD.001241.CC	1.392E-45	171	0
1_2597 # 3070504 # 3072000 # -1 # ID=1_2597;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=8bp;genetic_code=11;gc_cont=0.440	GENOMAD.101916.CP	8.375E-10	64	0
1_2693 # 3172867 # 3174612 # -1 # ID=1_2693;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.348	GENOMAD.158712.CV	6.667E-34	142	0
1_2725 # 3218523 # 3219635 # -1 # ID=1_2725;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.597	GENOMAD.057710.VV	1.019E-05	50	2561
1_124 # 164839 # 166602 # 1 # ID=1_124;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.505	GENOMAD.219237.CP	1.165E-157	509	0
1_156 # 210204 # 214289 # 1 # ID=1_156;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.409	GENOMAD.126763.CP	4.255E-10	67	0
1_220 # 302230 # 305622 # 1 # ID=1_220;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.394	GENOMAD.005001.VV	1.926E-04	48	2561
1_252 # 346273 # 347472 # 1 # ID=1_252;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.452	GENOMAD.114949.CP	7.640E-77	265	2561
1_316 # 422735 # 423757 # 1 # ID=1_316;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.436	GENOMAD.133618.CP	4.104E-11	67	0
1_348 # 467129 # 468640 # -1 # ID=1_348;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.496	GENOMAD.093644.CP	7.998E-18	90	0
1_412 # 545439 # 545864 # -1 # ID=1_412;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=4bp;genetic_code=11;gc_cont=0.423	GENOMAD.000485.CC	2.015E-38	141	0
1_3757 # 4457014 # 4458660 # -1 # ID=1_3757;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.492	GENOMAD.182732.PC	9.883E-10	64	0
1_3885 # 4607628 # 4610435 # -1 # ID=1_3885;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=10bp;genetic_code=11;gc_cont=0.420	GENOMAD.090436.VC	8.315E-26	118	2561
1_4013 # 4766514 # 4767242 # 1 # ID=1_4013;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;genetic_code=11;gc_cont=0.414	GENOMAD.002437.CC	2.141E-67	230	0
1_692 # 854742 # 855656 # -1 # ID=1_692;partial=00;start_type=ATG;rbs_motif=AACAA;rbs_spacer=15bp;genetic_code=11;gc_cont=0.433	GENOMAD.022966.VV	3.367E-06	51	2561
1_724 # 895519 # 896508 # 1 # ID=1_724;partial=00;start_type=TTG;rbs_motif=TAAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.480	GENOMAD.168427.CP	6.241E-106	346	0
